ID,iNSC_1,iNSC_2,iNSC_3,HNF_1,HNF_2,HNF_3,WT-NSC_1,WT-NSC_2,WT-NSC_3
DIAPH3,189.897,242.007,214.254,143.369,178.968,587.345,189.743,130.832,129.131
DICER1,618.73,800.214,598.397,145.827,345.925,716.295,484.898,478.692,530.539
DICER1-AS1,12.5207,12.3653,12.9851,20.4813,6.00565,1,11.244,4.6176,9.00916
DIDO1,760.631,695.992,874.33,285.099,416.792,190.513,712.589,1012.79,784.798
DIEXF,114.773,145.734,94.142,159.754,347.127,524.118,218.555,223.184,249.253
DIMT1,148.161,155.45,127.687,139.273,236.623,478.362,153.902,116.979,128.13
DIO2,1.04339,2.64972,4.32837,95.8523,240.226,945.909,90.6548,83.1169,92.0936
DIO3,1,1,1,1,1,1,9.83851,27.7056,20.0204
DIP2A,445.527,388.625,496.68,162.212,211.399,70.7144,503.872,557.191,490.499
DIP2B,751.241,958.314,908.957,180.235,372.35,291.177,879.844,1015.87,940.957
DIP2C,549.866,518.461,590.822,337.531,455.228,157.235,591.013,652.621,576.586
DIRAS1,59.4732,57.4105,51.9404,316.231,164.555,158.067,223.475,207.792,167.17
DIRAS2,59.4732,76.8418,104.963,1,3.60339,2.4958,59.0311,53.872,47.0478
DIRAS3,41.7356,33.5631,33.5449,6.554,19.2181,51.5799,148.983,184.704,128.13
DIRC2,197.201,190.78,185.038,125.345,80.4757,102.328,157.416,153.92,144.147
DIRC3,63.6468,56.5273,32.4628,2.45775,1,29.9496,2.811,3.0784,6.00611
DIS3,506.044,607.668,501.009,269.533,849.199,938.421,481.384,414.045,458.466
DIS3L,347.449,352.412,297.575,283.461,598.163,325.286,304.291,300.144,284.289
DIS3L2,197.201,177.531,199.105,136.815,166.957,94.8404,152.497,186.243,214.218
DISC1,38.6054,29.1469,23.806,22.1198,40.8384,19.1345,68.1668,63.1072,67.0682
DISP1,153.378,154.567,125.523,49.155,46.8441,90.6808,139.145,150.842,132.134
DISP2,112.686,90.0903,148.247,22.1198,14.4136,18.3025,23.1908,24.6272,22.0224
DIXDC1,258.761,340.047,262.948,115.514,275.059,183.857,335.915,286.291,296.301
DKC1,379.794,423.071,335.449,420.275,553.721,713.799,517.927,412.506,363.369
DKFZP434I0714,31.3017,50.3446,34.6269,5.73475,1,16.6387,28.8128,32.3232,39.0397
DKFZP586I1420,26.0847,17.6648,23.806,19.662,44.4418,21.6303,87.1411,75.4209,67.0682
DKK1,122.077,130.719,89.8137,1054.38,829.981,3881.8,76.5998,70.8033,41.0417
DKK3,16274.8,15406.3,18729.9,8984.72,7431.39,5506.57,9768.94,10083.3,9921.09
DLAT,418.399,542.309,544.292,217.101,171.762,518.295,626.151,518.711,503.512
DLC1,1738.29,1906.91,1905.56,597.234,861.21,1803.63,89.9521,86.1953,82.0835
DLD,920.27,1021.91,854.853,483.358,606.571,1321.94,907.251,671.092,764.778
DLEU1,95.9919,104.222,85.4853,53.2513,51.6486,112.311,86.4383,70.8033,76.0773
DLEU2,6.26034,6.18267,7.57465,1.6385,32.4305,4.9916,11.244,13.8528,5.00509
DLG1,1180.07,1529.77,1108.06,234.306,506.877,1155.56,2346.48,1774.7,2047.08
DLG2,60.5166,72.4256,54.1046,1,1.20113,1,245.963,326.311,240.244
DLG3,908.793,875.29,775.86,206.451,160.951,108.151,374.566,315.536,397.404
DLG4,433.007,279.103,469.628,296.569,138.13,193.009,428.678,597.21,581.591
DLG5,1834.28,1498.86,2139.3,731.591,808.36,382.689,2196.8,2879.85,2523.57
DLG5-AS1,20.8678,13.2486,18.3956,22.939,42.0395,4.15967,19.677,10.7744,16.0163
DLGAP1,3.13017,10.5989,7.57465,3.277,8.40791,1,81.5191,126.214,91.0926
DLGAP1-AS1,32.3451,36.2128,29.2165,86.8405,32.4305,19.9664,28.8128,33.8624,31.0315
DLGAP1-AS2,11.4773,9.71563,7.57465,13.9273,46.8441,80.6976,21.7853,12.3136,16.0163
DLGAP4,1088.26,943.299,1303.92,742.241,675.035,707.144,978.229,1226.74,1045.06
DLGAP5,806.54,1115.53,752.054,262.979,425.2,455.9,388.621,217.027,263.268
DLK1,1.04339,1,2.16418,1,1,1,232.611,540.26,410.417
DLK2,4.17356,1,6.49255,27.8545,3.60339,4.15967,8.43301,23.088,7.00712
DLL1,103.296,53.8776,165.56,12.2888,1.20113,2.4958,38.6513,60.0288,28.0285
DLL4,1,1,1,267.076,72.0678,22.4622,1,1.5392,2.00204
DLST,941.138,917.685,872.166,1306.7,861.21,790.337,728.05,783.453,691.703
DLX1,842.016,715.423,831.047,1,1,2.4958,1173.59,1208.27,913.929
DLX2,160.682,103.339,146.082,2.45775,8.40791,2.4958,295.858,340.163,225.229
DLX5,1.04339,1,1,1,1,1,501.061,692.64,545.555
DLX6,1,1,1.08209,1,1,1,232.611,187.783,157.16
DLX6-AS1,2.08678,1,1,1,1,1,660.586,935.834,744.757
DMAP1,314.06,171.348,304.068,445.672,367.546,125.622,202.392,260.125,271.276
DMC1,5.21695,3.53295,3.24628,18.0235,24.0226,19.9664,2.10825,6.1568,6.00611
DMD,42.779,45.0452,40.0374,13.9273,15.6147,316.135,427.975,557.191,414.421
DMGDH,1,1,1,27.8545,24.0226,83.1934,6.32476,10.7744,7.00712
DMKN,1,1,1,809.419,1006.55,74.0421,1,1,1
DMPK,307.8,182.83,388.471,453.045,315.897,173.042,340.834,497.162,495.504
DMRTA1,1,1,1,1,1,5.82354,7.73026,20.0096,14.0142
DMTF1,719.939,756.936,499.927,131.08,423.999,680.522,1127.21,845.021,888.904
DMTN,14.6075,8.83239,8.65674,4.9155,4.80452,9.15127,6.32476,4.6176,9.00916
DMWD,238.936,137.785,361.419,295.749,398.775,184.689,190.445,335.546,299.304
DMXL1,239.98,371.843,310.56,91.756,387.965,668.043,368.241,377.104,380.387
DMXL2,465.352,600.602,504.255,102.406,279.863,434.269,398.46,380.183,389.396
DNA2,84.5146,106.872,87.6495,25.3968,54.0508,75.706,153.902,69.264,111.113
DNAAF2,93.9051,105.105,88.7316,41.7818,84.0791,137.269,129.306,112.362,95.0967
DNAAF3,19.8244,8.83239,6.49255,2.45775,3.60339,4.15967,9.13576,7.69601,8.00814
DNAH1,52.1695,45.0452,41.1195,58.1668,31.2294,18.3025,59.0311,70.8033,73.0743
DNAH10,12.5207,15.0151,7.57465,10.6503,12.0113,9.15127,24.5963,26.1664,30.0305
DNAH11,4.17356,3.53295,2.16418,4.09625,8.40791,28.2857,40.0568,26.1664,37.0377
DNAH14,49.0393,54.7608,47.6121,18.0235,48.0452,76.5379,113.846,73.8817,83.0845
DNAH17,28.1715,20.3145,43.2837,13.108,8.40791,2.4958,28.11,44.6368,26.0265
DNAH5,11.4773,16.7815,10.8209,21.3005,33.6316,35.7731,20.3798,18.4704,15.0153
DNAH7,25.0414,32.6798,21.6418,1,1,1.66387,14.055,26.1664,17.0173
DNAH9,70.9505,45.0452,40.0374,1,1,1,50.5981,66.1856,63.0641
DNAJA1,1162.34,1494.44,1141.61,1205.12,1420.94,2628.08,1195.38,1003.56,1179.2
DNAJA2,712.635,812.58,649.255,670.966,922.468,992.497,557.984,544.877,518.527
DNAJA3,273.368,197.845,351.68,310.496,225.812,415.967,335.915,443.29,373.38
DNAJA4,27.1281,40.629,30.2986,77.8288,94.8893,59.8992,78.0053,120.058,102.104
DNAJB1,940.094,797.565,829.965,1337.02,1225.15,990.001,867.194,843.482,764.778
DNAJB11,917.14,868.224,788.845,1093.7,784.338,900.152,1017.58,880.423,949.966
DNAJB12,405.879,327.682,452.315,672.605,339.92,438.429,373.161,501.78,408.415
DNAJB14,337.015,459.284,368.993,138.453,295.478,860.219,413.92,357.095,400.407
DNAJB2,454.918,308.25,498.844,1158.42,1593.9,319.463,533.388,627.994,598.609
DNAJB4,224.329,309.134,220.747,63.9015,162.153,1515.78,148.983,146.224,117.119
DNAJB5,179.463,210.211,218.583,175.32,182.572,181.362,463.816,523.328,427.435
DNAJB6,705.332,796.681,678.472,973.27,804.757,967.539,793.406,675.709,652.664
DNAJB9,151.292,189.013,181.791,179.416,224.611,883.514,222.772,149.303,216.22
DNAJC1,87.6447,113.938,106.045,567.741,456.429,464.219,355.592,212.41,271.276
DNAJC10,1468.05,1768.24,1575.53,833.997,1748.85,3011.6,1338.04,1089.75,1191.21
DNAJC11,490.393,493.73,478.285,267.895,317.098,344.421,496.142,480.231,513.522
DNAJC12,1,1,1,2.45775,18.0169,3.32773,48.4898,36.9408,35.0356
DNAJC13,857.666,1193.26,899.219,657.858,1444.96,2338.57,775.134,607.984,794.808
DNAJC14,550.91,567.039,510.748,280.184,472.044,439.261,479.979,532.564,515.524
DNAJC15,145.031,142.201,153.657,779.926,503.273,771.202,226.286,241.655,241.245
DNAJC16,346.405,470.766,345.187,190.885,222.209,331.11,402.676,400.192,432.44
DNAJC17,80.341,67.1261,58.433,270.353,63.6599,72.3782,47.0843,73.8817,63.0641
DNAJC18,324.494,388.625,400.374,147.465,282.266,212.975,357.7,370.947,318.324
DNAJC19,64.6902,72.4256,58.433,128.622,54.0508,101.496,68.8696,47.7152,58.059
DNAJC2,147.118,181.947,115.784,251.51,213.801,413.471,236.124,166.234,201.205
DNAJC21,449.701,545.841,352.762,452.226,768.723,569.043,326.779,215.488,323.329
DNAJC22,61.56,45.0452,59.5151,13.108,9.60904,4.9916,9.13576,9.23521,14.0142
DNAJC24,177.376,184.597,162.314,86.8405,52.8497,133.941,203.095,160.077,174.177
DNAJC25,55.2997,67.1261,46.53,140.092,153.745,178.866,73.0861,52.3328,78.0794
DNAJC27,87.6447,108.638,67.0897,31.9508,54.0508,107.319,92.7631,64.6464,74.0753
DNAJC28,31.3017,21.1977,12.9851,8.1925,18.0169,9.9832,24.5963,29.2448,25.0254
DNAJC3,1380.4,1652.54,1443.51,658.677,972.915,851.068,1165.86,982.01,923.939
DNAJC30,98.0786,59.177,88.7316,322.785,121.314,88.185,52.7063,67.7248,56.057
DNAJC4,117.903,66.2429,136.344,260.522,48.0452,54.0757,74.4916,96.9697,88.0896
DNAJC5,556.127,398.341,779.106,618.534,444.418,624.782,659.883,1126.7,892.908
DNAJC6,6.26034,15.8983,9.73883,8.1925,38.4362,393.505,129.306,138.528,102.104
DNAJC7,607.253,746.337,529.143,1468.92,1048.59,1172.19,927.631,751.13,874.889
DNAJC8,658.379,748.986,515.076,1688.48,819.171,1143.08,519.333,421.741,474.482
DNAJC9,227.459,269.388,194.777,398.156,249.835,238.765,441.327,283.213,290.295
DNAJC9-AS1,2.08678,5.29943,3.24628,1,1,1.66387,14.055,16.9312,9.00916
DNAL1,238.936,315.316,325.71,109.78,240.226,117.303,294.453,278.595,296.301
DNAL4,113.729,74.192,122.276,202.355,84.0791,127.286,95.5741,118.518,146.149
DNALI1,253.544,219.043,198.023,267.076,111.705,44.9244,165.146,189.322,188.191
DNASE1,30.2583,31.7966,37.8732,51.6128,170.56,5.82354,42.165,55.4112,42.0427
DNASE1L1,188.854,149.267,207.762,177.777,169.359,165.555,119.468,166.234,173.176
DNASE2,442.397,397.457,444.74,1432.87,1305.63,193.009,434.3,475.613,433.441
DND1,44.8658,22.9642,64.9255,32.77,38.4362,9.15127,63.2476,76.9601,89.0906
DNER,5.21695,3.53295,2.16418,6.554,8.40791,4.15967,226.988,320.154,184.187
DNHD1,55.2997,93.6233,72.5002,54.8898,141.733,26.6219,54.8146,69.264,88.0896
DNLZ,10.4339,12.3653,20.5598,190.885,111.705,20.7983,14.7578,21.5488,18.0183
DNM1,516.478,381.559,507.501,797.95,725.482,64.8908,666.208,801.924,707.72
DNM1L,617.687,791.382,607.054,408.806,712.27,1078.19,753.349,701.876,725.738
DNM1P41,21.9112,14.1318,22.7239,1.6385,15.6147,7.4874,24.5963,46.176,29.0295
DNM1P46,3.13017,3.53295,4.32837,16.385,26.4249,5.82354,3.51375,10.7744,7.00712
DNM2,940.094,845.259,1081.01,321.965,409.585,705.48,669.721,1012.79,764.778
DNM3,61.56,49.4614,56.2688,9.01175,2.40226,10.8151,241.044,217.027,187.19
DNM3OS,15.6508,10.5989,7.57465,330.977,522.491,502.488,2.10825,3.0784,5.00509
DNMBP,718.896,936.233,855.935,262.16,381.959,392.673,853.139,906.589,872.887
DNMT1,792.976,891.188,937.092,357.193,442.016,301.16,843.301,1060.51,1033.05
DNMT3A,441.354,336.514,436.083,145.827,120.113,29.9496,401.973,398.653,439.447
DNMT3B,115.816,92.7401,117.948,28.6738,58.8554,7.4874,99.0879,101.587,63.0641
DNPEP,227.459,174.881,236.978,938.042,666.627,359.395,248.071,301.683,334.34
DNPH1,22.9546,15.8983,30.2986,353.097,91.2859,21.6303,23.8935,32.3232,19.0193
DNTTIP1,239.98,159.866,151.493,448.13,145.337,207.151,159.524,166.234,152.155
DNTTIP2,434.05,533.476,360.337,577.572,639.001,1125.61,413.92,295.527,402.409
DOCK1,1363.71,1543.9,1503.03,419.456,1369.29,871.866,891.791,1028.19,932.949
DOCK10,74.0807,67.1261,77.9106,113.057,338.719,518.295,134.928,129.293,110.112
DOCK11,206.591,244.657,164.478,185.97,460.033,630.606,258.612,195.479,214.218
DOCK2,51.1261,64.4764,70.336,54.0705,34.8328,258.731,62.5448,40.0192,60.0611
DOCK3,19.8244,17.6648,18.3956,3.277,1,11.6471,140.55,180.087,166.169
DOCK4,146.075,143.968,174.217,27.0353,45.6429,24.1261,222.069,250.89,241.245
DOCK5,281.715,414.239,317.053,164.669,390.367,279.53,521.441,541.799,540.55
DOCK6,40.6922,24.7307,55.1867,169.585,158.549,96.5043,78.0053,109.283,115.117
DOCK7,1243.72,1694.93,1380.75,226.932,789.142,1484.17,729.455,886.58,689.701
DOCK9,225.372,253.489,187.202,47.5165,128.521,125.622,170.066,189.322,169.172
DOHH,21.9112,5.29943,51.9404,91.756,34.8328,21.6303,30.2183,44.6368,50.0509
DOK1,118.946,60.9435,128.769,580.029,228.215,98.1682,80.8163,104.666,100.102
DOK3,23.998,14.1318,14.0672,14.7465,14.4136,1,54.8146,40.0192,34.0346
DOK4,128.337,83.9077,124.441,453.045,187.376,157.235,104.007,130.832,147.15
DOK5,5.21695,2.64972,7.57465,35.2278,10.8102,12.479,260.721,334.007,247.251
DOK6,68.8637,74.192,69.2539,9.83101,7.20678,9.15127,68.8696,72.3425,91.0926
DOK7,1,1,5.41046,1,1,1,5.62201,24.6272,9.00916
DOLK,291.106,211.094,311.643,481.719,164.555,175.538,285.317,293.987,275.28
DOLPP1,217.025,147.501,248.881,149.104,32.4305,97.3362,203.798,247.811,230.234
DONSON,182.593,269.388,165.56,182.693,271.455,151.412,291.642,217.027,209.213
DOPEY1,217.025,280.87,195.859,18.8428,166.957,240.429,333.807,312.458,322.328
DOPEY2,207.635,214.627,172.053,73.7325,122.515,62.395,194.662,175.469,172.175
DOT1L,187.81,75.0753,265.113,106.503,55.252,55.7396,263.532,437.133,350.356
DPAGT1,413.182,463.7,381.979,555.452,248.634,258.731,378.783,310.919,335.341
DPCD,109.556,98.9227,81.1569,344.085,118.912,95.6724,91.3576,63.1072,71.0723
DPF1,14.6075,8.83239,27.0523,22.1198,4.80452,11.6471,38.6513,66.1856,31.0315
DPF2,708.462,631.516,676.308,702.917,354.333,633.933,475.762,603.367,610.621
DPF3,644.815,513.162,597.315,28.6738,18.0169,74.0421,304.994,347.859,265.27
DPH1,253.544,190.78,295.411,140.092,200.589,208.815,118.062,195.479,140.142
DPH2,122.077,100.689,162.314,176.958,61.2576,143.925,165.849,200.096,202.206
DPH3,215.982,287.936,219.665,428.468,479.251,920.951,283.911,266.282,317.323
DPH3P1,10.4339,13.2486,9.73883,10.6503,50.4475,5.82354,23.1908,9.23521,24.0244
DPH5,215.982,251.723,205.598,368.663,338.719,341.925,139.145,143.146,142.145
DPH6,52.1695,62.7099,53.0225,32.77,44.4418,62.395,43.5705,29.2448,40.0407
DPH7,210.765,152.8,159.068,390.782,170.56,102.328,191.148,212.41,183.186
DPM1,256.674,253.489,222.911,296.569,255.841,490.841,225.583,181.626,208.212
DPM2,138.771,118.354,164.478,919.199,182.572,238.765,170.066,229.341,194.197
DPM3,13.5641,7.94915,54.1046,158.115,79.2746,6.65547,16.866,23.088,24.0244
DPP10,2.08678,2.64972,9.73883,1,1,1,29.5155,38.48,16.0163
DPP3,532.129,324.149,611.382,502.201,165.756,306.984,427.272,643.386,499.508
DPP4,31.3017,36.2128,38.9553,2107.93,4390.13,1117.29,189.04,152.381,98.0997
DPP6,1,1,1,1,1,1,366.133,498.701,324.33
DPP7,175.289,39.7457,398.21,1305.89,2071.95,168.051,271.262,455.604,433.441
DPP8,317.19,443.386,336.531,24.5775,270.254,407.647,245.26,281.674,275.28
DPP9,225.372,175.764,304.068,483.358,431.206,366.883,241.044,370.947,357.363
DPP9-AS1,11.4773,2.64972,4.32837,7.37325,1.20113,1.66387,14.7578,16.9312,11.0112
DPPA4,1799.85,1943.13,1547.39,1,1,29.9496,15.4605,9.23521,10.0102
DPT,1.04339,1.76648,1.08209,326.062,321.903,3.32773,1.4055,1,1.00102
DPY19L1,1339.71,1518.29,1435.94,211.367,457.63,382.689,1349.28,1453.01,1206.23
DPY19L1P1,35.4753,42.3955,38.9553,9.83101,7.20678,14.9748,29.5155,24.6272,29.0295
DPY19L2,99.122,75.9585,63.8434,27.0353,40.8384,95.6724,168.66,87.7345,122.124
DPY19L2P2,21.9112,16.7815,19.4777,14.7465,6.00565,9.9832,33.0293,33.8624,26.0265
DPY19L2P4,7.30373,7.94915,2.16418,1,1,4.9916,14.055,9.23521,13.0132
DPY19L3,736.633,803.747,841.868,277.726,455.228,415.967,963.471,997.402,914.93
DPY19L4,459.092,658.896,560.524,151.561,450.424,498.328,386.513,400.192,365.371
DPY30,140.858,167.815,166.642,341.627,154.946,288.681,163.741,115.44,119.121
DPYD,528.999,684.51,620.039,78.648,384.362,630.606,436.408,387.879,508.517
DPYSL2,2677.34,2569.34,2914.07,2234.1,2166.84,1081.51,2013.38,1974.8,1550.58
DPYSL3,24683.5,27735.5,22798.6,2565.07,3065.28,1018.29,18920.9,17805.5,15442.7
DPYSL4,83.4712,55.644,140.672,35.2278,31.2294,19.1345,223.475,361.712,293.298
DPYSL5,323.451,209.328,357.09,1,1.20113,1,940.983,1399.13,897.913
DR1,616.643,794.915,688.211,375.217,587.352,1083.18,367.539,329.389,314.32
DRAM1,196.157,202.262,167.724,1309.16,1425.74,4065.66,179.201,132.371,172.175
DRAM2,260.847,273.804,215.336,283.461,329.11,457.563,174.282,103.126,154.157
DRAP1,176.333,115.704,320.299,2815.76,535.704,799.488,295.155,446.368,384.391
DRAXIN,30.2583,23.8474,59.5151,1,1,1,127.901,195.479,224.228
DRD1,98.0786,126.303,101.717,1,1,3.32773,12.6495,13.8528,13.0132
DRG1,346.405,390.391,267.277,704.555,467.24,726.278,259.315,212.41,235.239
DRG2,219.112,128.07,229.404,394.879,216.203,171.378,179.904,229.341,193.196
DROSHA,695.941,729.555,668.733,430.926,384.362,393.505,877.736,781.914,712.725
DRP2,26.0847,40.629,24.8881,22.939,32.4305,1.66387,35.1375,30.784,21.0214
DSC2,37.562,42.3955,20.5598,1,9.60904,1,82.2218,69.264,57.058
DSC3,6.26034,15.0151,11.903,1,15.6147,1,9.83851,13.8528,11.0112
DSCAML1,5.21695,1.76648,5.41046,1,1,1,11.244,15.392,15.0153
DSCC1,36.5186,66.2429,47.6121,42.601,25.2237,44.9244,66.7613,47.7152,47.0478
DSCR3,488.306,487.548,441.494,526.778,554.922,531.606,431.489,426.359,450.458
DSE,211.808,273.804,218.583,290.015,760.315,757.06,128.603,110.822,107.109
DSEL,412.139,578.521,475.038,1605.73,3207.02,1574.85,387.918,361.712,360.366
DSG2,219.112,360.361,232.65,1,9.60904,1.66387,375.972,307.84,405.412
DSN1,160.682,211.094,137.426,257.245,405.982,169.714,214.339,127.754,144.147
DSP,2.08678,4.41619,4.32837,40.9625,120.113,912.631,200.284,250.89,323.329
DST,5428.76,6377.87,5605.24,1381.26,4921.03,6826.02,9514.54,9938.62,9196.35
DSTN,1789.41,2199.26,1656.68,4860.61,4400.94,5524.87,2060.47,1554.59,1881.91
DSTNP2,49.0393,44.1619,58.433,111.418,134.527,30.7815,45.6788,38.48,31.0315
DSTYK,434.05,534.359,458.807,434.203,797.55,168.051,429.381,463.3,463.471
DTD1,217.025,191.663,233.732,492.37,216.203,539.925,190.445,204.714,197.2
DTD2,122.077,131.603,138.508,82.7443,115.308,137.269,123.684,96.9697,110.112
DTL,138.771,232.292,151.493,113.057,184.974,324.454,259.315,183.165,167.17
DTNA,875.404,1046.64,780.188,52.432,66.0621,157.235,828.543,941.991,789.803
DTNB,69.9071,68.8926,54.1046,36.047,46.8441,41.5967,47.7871,50.7936,50.0509
DTNBP1,110.599,105.989,77.9106,316.231,124.918,136.437,59.0311,56.9504,64.0651
DTWD1,152.335,179.297,142.836,389.963,356.736,410.975,75.1943,78.4993,65.0662
DTWD2,85.558,93.6233,89.8137,6.554,43.2407,119.798,73.0861,92.3521,77.0784
DTX1,1.04339,1.76648,1,1.6385,1,1,37.9485,53.872,38.0387
DTX2,36.5186,14.1318,69.2539,91.756,18.0169,56.5715,96.9796,110.822,134.136
DTX2P1-UPK3BP1-PMS2P11,2.08678,1.76648,7.57465,6.554,3.60339,4.9916,1,13.8528,22.0224
DTX3,583.255,393.924,552.949,677.52,183.773,133.941,525.658,672.631,682.694
DTX3L,1681.94,1743.51,1615.56,436.66,819.171,1729.59,1269.17,1132.85,1700.73
DTX4,195.114,136.019,168.806,216.282,151.342,79.0337,138.442,153.92,168.171
DTYMK,223.285,158.1,328.956,704.555,194.583,138.101,156.713,206.253,193.196
DUS1L,147.118,81.258,242.389,545.621,186.175,137.269,201.689,295.527,242.246
DUS2,118.946,118.354,83.3211,188.428,138.13,138.933,82.9246,104.666,92.0936
DUS3L,50.0827,15.8983,90.8957,78.648,24.0226,43.2605,27.4073,43.0976,56.057
DUS4L,41.7356,45.0452,33.5449,23.7583,21.6203,105.656,49.8953,43.0976,46.0468
DUSP1,34.4319,24.7307,28.1344,533.332,695.454,2175.51,120.17,147.763,133.135
DUSP10,33.3885,40.629,30.2986,243.317,74.4701,188.849,53.4091,60.0288,58.059
DUSP11,107.469,152.8,85.4853,178.597,247.433,354.404,108.224,73.8817,103.105
DUSP12,98.0786,118.354,86.5674,202.355,146.538,272.874,101.196,101.587,103.105
DUSP14,161.725,176.648,164.478,535.79,200.589,705.48,130.712,155.459,141.143
DUSP15,2.08678,4.41619,3.24628,27.8545,16.8158,1.66387,2.811,7.69601,8.00814
DUSP16,195.114,282.636,228.321,77.8288,130.923,302.824,443.436,449.447,435.443
DUSP18,58.4298,50.3446,59.5151,31.1315,48.0452,25.7899,28.8128,33.8624,30.0305
DUSP19,52.1695,36.2128,47.6121,7.37325,37.235,19.9664,36.543,15.392,17.0173
DUSP22,171.116,145.734,141.754,214.644,245.03,81.5295,115.251,113.901,114.116
DUSP23,8.34712,13.2486,14.0672,171.223,99.6938,49.0841,22.488,23.088,22.0224
DUSP28,15.6508,5.29943,17.3135,16.385,7.20678,4.15967,3.51375,15.392,6.00611
DUSP3,454.918,454.868,442.576,827.443,641.403,929.27,667.613,666.474,626.637
DUSP4,641.685,708.357,571.345,28.6738,21.6203,54.0757,3412.56,2999.9,3279.33
DUSP5,67.8203,68.0094,48.6941,354.735,172.963,570.706,101.196,72.3425,84.0855
DUSP5P1,6.26034,2.64972,2.16418,12.2888,36.0339,6.65547,4.2165,7.69601,3.00305
DUSP6,732.46,701.291,656.83,281.822,384.362,697.16,1844.02,1796.25,1634.66
DUSP7,87.6447,84.7909,91.9778,484.177,253.438,232.941,77.3026,75.4209,79.0804
DUSP8,6.26034,3.53295,11.903,6.554,4.80452,25.7899,56.9228,55.4112,53.0539
DUT,270.238,265.855,204.515,923.295,414.39,465.051,236.827,189.322,184.187
DVL1,47.9959,21.1977,137.426,271.991,85.2802,81.5295,144.064,255.507,235.239
DVL2,406.922,213.744,536.718,530.055,255.841,300.328,380.891,566.426,502.511
DVL3,910.879,864.691,1091.83,496.466,444.418,504.152,1024.61,1191.34,1196.22
DXO,185.723,126.303,209.926,262.979,57.6542,129.782,139.145,146.224,177.18
DYM,258.761,371.843,275.934,333.435,245.03,446.748,222.772,263.203,217.221
DYNC1H1,7390.33,6983.77,7731.55,4090.52,4963.07,2841.89,6655.75,9943.24,8474.62
DYNC1I1,14.6075,15.8983,14.0672,1.6385,1,2.4958,49.8953,35.4016,43.0438
DYNC1I2,905.662,1124.36,879.741,571.018,1115.85,1189.67,847.517,692.64,720.733
DYNC1LI1,369.36,361.245,370.076,487.454,434.809,864.379,346.456,267.821,292.297
DYNC1LI2,2198.42,2364.43,2046.24,838.912,1472.59,1815.28,2284.64,1976.33,2162.2
DYNC2H1,294.236,464.584,375.486,144.188,617.381,765.379,295.858,261.664,336.342
DYNC2LI1,197.201,154.567,150.411,114.695,162.153,202.992,106.818,84.6561,111.113
DYNLL1,1363.71,1274.51,1273.62,3934.04,1428.14,2682.15,903.737,963.54,944.961
DYNLL1-AS1,87.6447,91.8568,70.336,89.2983,62.4588,68.2186,66.0586,84.6561,67.0682
DYNLL2,448.658,431.02,431.755,232.667,427.602,420.958,515.819,398.653,486.495
DYNLRB1,511.261,480.482,502.091,2646.18,1683.98,711.303,424.461,449.447,465.473
DYNLT1,496.654,541.425,404.702,922.476,505.676,811.967,576.958,446.368,394.401
DYNLT3,427.79,562.623,419.852,231.848,391.568,709.639,293.047,277.056,244.248
DYRK1A,684.464,793.148,604.89,247.414,504.475,407.647,792.703,675.709,724.737
DYRK1B,166.942,98.0395,187.202,101.587,64.861,61.5631,123.684,201.635,156.159
